0.252504561,stimmodel,scan1Vscan2
0.160555049,stimmodel,scan1Vscan2
0.035787125,stimmodel,scan1Vscan2
0.084147682,stimmodel,scan1Vscan2
0.123215641,stimmodel,scan1Vscan2
-0.021142989,stimmodel,scan1Vscan2
-0.064640901,stimmodel,scan1Vscan2
0.170044405,stimmodel,scan1Vscan2
0.031867465,stimmodel,scan1Vscan2
0.031533838,stimmodel,scan1Vscan2
0.157546564,stimmodel,scan1Vscan2
0.116909862,stimmodel,scan1Vscan2
0.274787329,stimmodel,scan1Vscan2
0.068011556,stimmodel,scan1Vscan2
0.067671646,stimmodel,scan1Vscan2
0.063084584,stimmodel,scan1Vscan2
0.098629348,stimmodel,scan1Vscan2
0.141684954,stimmodel,scan1Vscan2
0.026792991,stimmodel,scan1Vscan2
0.276683194,lyricmodel,scan1Vscan2
0.157544766,lyricmodel,scan1Vscan2
-0.081780562,lyricmodel,scan1Vscan2
0.201504804,lyricmodel,scan1Vscan2
0.057306437,lyricmodel,scan1Vscan2
-0.041763437,lyricmodel,scan1Vscan2
0.060559666,lyricmodel,scan1Vscan2
0.152822358,lyricmodel,scan1Vscan2
0.033219856,lyricmodel,scan1Vscan2
-0.076268276,lyricmodel,scan1Vscan2
0.129518286,lyricmodel,scan1Vscan2
0.126984383,lyricmodel,scan1Vscan2
-0.005721297,lyricmodel,scan1Vscan2
-0.013996898,lyricmodel,scan1Vscan2
-0.095311532,lyricmodel,scan1Vscan2
0.021292719,lyricmodel,scan1Vscan2
-0.121753566,lyricmodel,scan1Vscan2
-0.099790449,lyricmodel,scan1Vscan2
-0.142798651,lyricmodel,scan1Vscan2
0.329082714,musicmodel,scan1Vscan2
0.33691162,musicmodel,scan1Vscan2
0.156714403,musicmodel,scan1Vscan2
0.298990195,musicmodel,scan1Vscan2
0.259216485,musicmodel,scan1Vscan2
0.107193458,musicmodel,scan1Vscan2
-0.109315569,musicmodel,scan1Vscan2
0.066823381,musicmodel,scan1Vscan2
0.180243147,musicmodel,scan1Vscan2
0.065871327,musicmodel,scan1Vscan2
0.021103489,musicmodel,scan1Vscan2
0.141282042,musicmodel,scan1Vscan2
0.517858499,musicmodel,scan1Vscan2
0.32477028,musicmodel,scan1Vscan2
0.220792039,musicmodel,scan1Vscan2
0.15631319,musicmodel,scan1Vscan2
0.229735771,musicmodel,scan1Vscan2
0.451762657,musicmodel,scan1Vscan2
0.117173354,musicmodel,scan1Vscan2
0.250187162,stimmodel,run1Vrun2
0.180117651,stimmodel,run1Vrun2
0.008801411,stimmodel,run1Vrun2
0.133716336,stimmodel,run1Vrun2
0.10619304,stimmodel,run1Vrun2
-0.03440126,stimmodel,run1Vrun2
-0.000128127,stimmodel,run1Vrun2
0.158440777,stimmodel,run1Vrun2
-0.038556308,stimmodel,run1Vrun2
0.044898669,stimmodel,run1Vrun2
0.122828529,stimmodel,run1Vrun2
0.087307091,stimmodel,run1Vrun2
0.229726167,stimmodel,run1Vrun2
0.112070483,stimmodel,run1Vrun2
0.055729373,stimmodel,run1Vrun2
0.007235761,stimmodel,run1Vrun2
0.06390852,stimmodel,run1Vrun2
0.074701684,stimmodel,run1Vrun2
-0.010630578,stimmodel,run1Vrun2
0.278722648,lyricmodel,run1Vrun2
0.032150739,lyricmodel,run1Vrun2
-0.18022778,lyricmodel,run1Vrun2
0.160341135,lyricmodel,run1Vrun2
0.119332145,lyricmodel,run1Vrun2
-0.048631652,lyricmodel,run1Vrun2
0.102309723,lyricmodel,run1Vrun2
0.145478996,lyricmodel,run1Vrun2
-0.108471358,lyricmodel,run1Vrun2
-0.065917492,lyricmodel,run1Vrun2
0.124752562,lyricmodel,run1Vrun2
0.104876434,lyricmodel,run1Vrun2
0.083621432,lyricmodel,run1Vrun2
-0.098546573,lyricmodel,run1Vrun2
-0.001724657,lyricmodel,run1Vrun2
0.017876577,lyricmodel,run1Vrun2
-0.204979106,lyricmodel,run1Vrun2
-0.068971145,lyricmodel,run1Vrun2
-0.026952211,lyricmodel,run1Vrun2
0.366697791,musicmodel,run1Vrun2
0.354259086,musicmodel,run1Vrun2
0.169400391,musicmodel,run1Vrun2
0.273361457,musicmodel,run1Vrun2
0.088321269,musicmodel,run1Vrun2
0.12861549,musicmodel,run1Vrun2
-0.098275146,musicmodel,run1Vrun2
0.013504824,musicmodel,run1Vrun2
-0.070276425,musicmodel,run1Vrun2
0.12619991,musicmodel,run1Vrun2
-0.014728586,musicmodel,run1Vrun2
0.098967134,musicmodel,run1Vrun2
0.422286453,musicmodel,run1Vrun2
0.306186435,musicmodel,run1Vrun2
0.167799349,musicmodel,run1Vrun2
0.101362888,musicmodel,run1Vrun2
0.277103248,musicmodel,run1Vrun2
0.363935093,musicmodel,run1Vrun2
0.039943795,musicmodel,run1Vrun2
