0.15923884,stimulus
-0.004952214,stimulus
0.040229001,stimulus
0.051399769,stimulus
0.079906028,stimulus
0.054240333,stimulus
0.066234368,stimulus
0.19811531,stimulus
0.146358578,stimulus
0.039903784,stimulus
0.149229549,stimulus
0.184170817,stimulus
0.243552472,stimulus
0.069985353,stimulus
0.185087297,stimulus
0.193339748,stimulus
0.0688506,stimulus
0.082093258,stimulus
0.069198148,stimulus
0.157829764,lyric
-0.110777072,lyric
0.041108213,lyric
0.252001313,lyric
0.18704231,lyric
0.148526027,lyric
0.037463592,lyric
0.250900397,lyric
0.029543059,lyric
0.091970501,lyric
0.206627931,lyric
0.111504553,lyric
0.219693463,lyric
-0.008881879,lyric
0.243868318,lyric
0.329252188,lyric
0.038456578,lyric
0.071196068,lyric
0.072890436,lyric
0.217460451,music
0.13331126,music
0.047109178,music
0.066549233,music
0.029689817,music
0.016445835,music
0.156701461,music
0.217994567,music
0.033112139,music
-0.028526126,music
0.154834992,music
0.414485727,music
0.216155603,music
0.0808607,music
0.103627831,music
0.079208446,music
0.241538435,music
0.132960394,music
0.084435148,music
