-0.12537,-0.12037,-0.039121,0.017983,0.097607,-0.10454,0.12687,0.10205
-0.084965,0.010224,-0.091969,0.13257,0.28186,0.058311,0.08977,0.10139
0.021696,0.10367,-0.077264,-0.045358,0.10926,-0.0034844,0.036868,-0.044367
-0.20303,0.047952,-0.25677,0.090034,0.14348,-0.15492,0.15654,-0.03002
-0.16805,-0.053259,-0.0093385,-0.13063,0.16594,0.057541,0.14542,-0.090967
0.062683,-0.042256,-0.19209,-0.0042715,-0.097556,0.17111,0.12354,0.089115
0.063662,-0.085336,0.0080175,0.0060007,-0.038936,0.041413,0.15621,0.23477
0.086491,-0.099624,0.040331,0.044719,0.1541,-0.0019913,-0.09814,0.064128
-0.057296,-0.022176,-0.01962,0.20719,-0.14474,-0.28111,-0.013251,0.17589
-0.1448,0.0054966,0.069429,0.31159,0.12151,0.39659,-0.25362,-0.063863
-0.0022298,-0.056591,-0.24755,0.23548,0.12764,0.10087,-0.098177,-0.038433
0.12147,-0.17052,0.20041,0.042468,-0.027031,-0.02566,0.091926,0.048721
