0.056944,-0.063389,0.083798,0.19711,-0.20588,-0.041,0.067197,0.071835
0.099589,0.17358,0.15127,-0.12038,0.038632,-0.034113,0.014146,0.32335
-0.029453,-0.072993,0.055087,0.15901,0.14451,0.10315,-0.17033,-0.11031
0.0008477,0.082397,0.014997,0.20187,-0.17245,-0.051422,-0.083658,0.057277
0.16627,0.021399,0.09528,0.03417,-0.080991,0.053588,-0.15375,0.26376
0.067373,0.11414,-0.12644,0.36535,0.040285,0.17607,0.21442,0.15307
0.15864,0.0057647,-0.039291,0.12834,-0.16022,-0.14953,0.12389,-0.29994
0.11754,0.018192,0.095365,-0.18185,-0.038785,0.16344,0.12121,0.014595
0.031059,0.14098,0.18439,0.18824,-0.076668,-0.024208,0.13912,0.11184
0.094493,0.22987,0.28311,-0.0875,0.039352,0.023449,-0.031537,0.20968
0.016175,0.12321,-0.026505,-0.1207,0.095417,0.065999,0.025432,0.44107
0.13196,0.01165,0.084433,0.141,0.20346,-0.26868,0.29676,-0.055555
