0.11557,-0.20436,-0.028507,-0.06531,0.308,0.11099,0.041962,0.11728
0.072256,0.1178,-0.039563,0.022624,0.069394,0.31011,0.058271,0.21002
-0.022387,0.18644,0.15333,0.093152,0.041435,-0.12022,-0.1092,-0.072531
0.12087,0.29634,-0.14703,0.21587,0.036957,0.036852,0.061858,-0.25777
0.0015805,0.083242,-0.20194,0.24055,-0.043498,0.11754,0.038112,0.020436
0.15583,0.24215,-0.087734,-0.073481,0.066785,0.056655,-0.0081204,0.21692
0.1687,0.16519,0.084265,-0.079414,0.13287,0.02945,-0.051117,0.13605
-0.03968,0.010863,-0.07677,-0.091144,-0.15898,-0.18447,-0.0017604,-0.079396
-0.10642,-0.10473,-0.020719,0.054982,-0.06187,0.050581,-0.18029,0.11343
-0.13192,-0.040855,-0.10122,0.20164,-0.19633,0.053652,0.087379,-0.012133
0.2018,0.1064,0.054907,0.072984,-0.078984,-0.058505,-0.20099,0.0079617
0.20077,-0.007549,-0.13237,-0.17044,0.18538,-0.018221,-0.035156,0.055513
