0.74838,0.88195,0.45422,0.3495,0.115,0.12467,0.25201,0.2364
0.86759,1.1496,0.66285,0.24069,0.15656,0.094597,0.45102,0.50526
0.040207,0.32114,-0.06701,-0.026249,0.069179,0.063601,0.12899,0.086513
0.43916,0.85275,0.22025,0.31941,-0.045104,0.25202,0.26027,0.35559
0.219,0.36002,0.081477,-0.12925,0.033684,0.16907,0.030301,0.30171
0.76218,0.6162,0.11595,0.25676,0.26237,0.24263,0.52204,0.62252
0.68485,0.40458,0.40757,0.44738,-0.22352,0.21656,0.35593,0.060498
0.62955,0.24834,0.3185,0.26802,0.11439,0.050369,0.16464,0.2606
0.83092,1.0571,0.44245,0.42912,0.20508,0.13354,0.52975,0.5579
0.70423,0.66934,0.3717,0.15594,0.044252,0.28724,0.44417,0.52714
0.53943,0.70707,0.27311,0.11802,0.019285,-0.0072365,0.33427,0.40373
0.93021,1.0166,0.39714,0.68221,0.39873,0.21621,0.45096,0.72182
