1.0014,1.159,0.43199,0.61957,0.75761,0.34181,0.51728,0.63037
0.93698,1.1024,0.68472,0.62895,0.81676,0.41638,0.68208,0.83499
0.79096,0.93256,0.55742,0.55127,0.6748,0.61795,0.68849,0.43735
0.91432,1.0683,0.5865,0.70263,0.65563,0.40067,0.55343,0.66955
-0.13296,-0.20583,-0.068642,-0.0021092,0.096389,0.086616,0.019588,0.17364
1.0992,1.0066,0.29334,0.62731,0.75608,0.34131,0.92153,1.0513
0.30039,0.95931,-0.14283,0.072886,0.14467,-0.012075,0.71878,-0.12483
0.72145,0.67919,0.5711,0.24718,0.25632,0.23157,0.4259,0.62415
0.93472,0.85884,0.39931,0.58159,0.48282,0.28703,0.55738,0.38982
0.59935,0.46467,0.24821,0.30038,0.22217,0.38012,0.55522,0.48904
1.1704,1.4915,0.57893,0.64115,0.65932,0.46043,0.74902,0.82284
1.0213,0.95404,0.29319,0.78066,0.80685,0.43342,0.7438,0.69878
