-0.12837,0.090796,-0.0080075,0.23627,0.097828,-0.19694,0.057878,0.16605
0.11316,0.050791,0.070039,-0.073439,0.13071,-0.075077,0.053258,0.088362
0.13529,-0.014471,0.067414,0.090513,0.047992,-0.0099222,-0.00026519,-0.15785
0.084901,-0.12357,-0.016034,0.17773,0.046981,-0.077132,-0.022521,0.030494
-0.04298,0.097321,0.062838,0.066505,-0.042372,0.020716,0.10361,0.084162
0.18624,0.01345,-0.08384,0.37023,-0.081651,0.21752,0.10463,0.054442
0.034795,-0.075379,-0.019477,0.0055941,0.075279,0.10324,0.019413,-0.15059
0.097299,-0.10557,0.18318,0.041075,-0.0089166,-0.011818,0.19599,0.079857
-0.094112,-0.0011061,0.12134,0.036792,-0.011219,0.088833,-0.0067852,0.11379
-0.043057,0.16396,0.025408,0.066608,-0.13447,0.057567,-0.17107,0.049054
0.058688,0.26234,0.089882,0.13653,-0.021865,-0.1123,-0.026027,0.29258
-0.079492,-0.18067,-0.027255,0.13682,0.14979,-0.041885,0.36245,-0.051621
