0.092976,0.21212,-0.052519,0.080432,0.087736,-0.089208,0.17816,0.079516
0.061773,0.012622,0.032325,-0.074791,0.089913,0.20217,0.067406,0.28172
0.042363,-0.25895,0.11811,0.11477,0.021472,0.05674,0.15088,0.071389
0.021912,0.037337,-0.12289,-0.042866,-0.079417,-0.056411,-0.10522,-0.056847
0.063239,0.21078,-0.24748,0.28871,0.12781,0.026019,0.086617,0.076405
0.10863,0.12838,-0.12202,0.023375,0.14551,0.055988,0.18715,0.07472
0.28801,-0.0022134,-0.10718,0.015045,-0.072424,0.16454,0.18163,-0.045951
0.020797,0.10239,0.2263,0.091395,-0.07331,-0.12527,-0.018765,-0.0020748
-0.16889,-0.049332,-0.12394,0.14026,-0.2341,-0.030117,-0.07923,-0.053569
-0.042861,0.17685,0.11501,-0.058196,-0.055425,0.14231,-0.079124,0.196
-0.023918,0.26334,-0.046969,0.164,-0.10329,-0.087343,0.13386,0.15693
0.051943,0.024522,-0.11458,-0.071321,0.048022,-0.015693,0.13805,0.15259
