"","x"
"1","0.423603638748209"
"2","0.597089710320973"
"3","0.0242308220909701"
"4","0.0233682555043769"
"5","0.601367307229304"
"6","Min.   :0.1449  "
"7","1st Qu.:0.2491  "
"8","Median :0.3484  "
"9","Mean   :0.4223  "
