"","x"
"1",2.0723709597819e-06
"2",0.805052560046819
"3",0.00548318272258802
"4",0.092268966683167
"5",0.0714988078749493
"6",0.381787578642995
"7",0.00252474772733412
"8",0.0171465196907768
"9",0.291657246499598
"10",0.0130139624911829
"11",0.00381597633570961
"12",0.259559931726874
"13",2.88602683959569e-06
"14",0.000403308824073214
"15",0.0362340653712424
"16",0.861421524144353
"17",0.486892046649404
"18",0.992152722473694
"19",0.399131130501693
"20",0.856925259763238
"21",0.443608463057702
"22",0.821258678773926
"23",0.541273056904101
"24",0.442084879569669
"25",0.0553204159772417
"26",0.881460102638508
"27",0.806454735079764
"28",0.0741590754140179
"29",0.0502406933808321
"30",0.193580417171898
"31",0.894353299171376
"32",0.129402431539614
"33",0.764414319803742
"34",0.193341760794983
"35",0.560326933339511
"36",0.00578750908591537
"37",0.0376626691563146
"38",0.469883225396907
"39",0.626829034102301
"40",0.000964422389188836
"41",0.809439720331101
"42",0.178963049207584
"43",0.00424925432179231
"44",0.753355838191542
"45",0.000353136305131716
"46",0.296569103006304
"47",0.541865750875923
"48",0.530207433379289
"49",0.0678133543541658
"50",0.00314284664618674
"51",2.4490222763404e-05
"52",0.00101121777763666
"53",0.626333408059599
"54",1.38789458900747e-05
"55",0.285166709237032
"56",0.0856955385610799
"57",0.0659587708160525
"58",0.0383359351534877
