"","x"
"1","0.0535078765737477"
"2","0.00716707456704316"
"3","0.0627505276311199"
"4","0.111488238565501"
"5","0.225607973531526"
"6","Min.   :0.05405  "
"7","1st Qu.:0.39200  "
"8","Median :0.53348  "
"9","Mean   :0.44692  "
