0.044343,0.10499,0.076647,0.18451,0.058985,-0.056485,-0.20815,0.012677,0.13561,0.063212,0.28809,0.020002,0.089202,0.13383,0.050587,-0.064176
-0.1409,-0.027121,-0.1388,-0.21914,-0.071792,-0.035473,-0.10332,0.16216,0.12773,0.21275,-0.28887,0.022837,0.18765,0.12435,0.17613,-0.11094
-0.00051573,0.12871,0.19876,0.090163,-0.042825,0.033807,-0.045939,-0.037163,0.0703,0.052669,0.10656,0.16806,-0.18592,-0.038985,-0.0092211,-0.079639
0.11423,-0.029403,0.12353,0.27726,0.047632,0.036074,0.069034,0.023878,0.20521,0.18637,0.18188,0.15056,-0.010118,0.18737,0.063357,-0.043885
0.072037,0.011683,-0.097454,0.12483,0.21424,-0.10983,0.0098261,-0.0093227,-0.01317,0.071386,0.075939,0.14669,0.087487,0.17044,0.021677,0.032269
-0.071525,0.0023947,-0.057997,-0.1728,-0.096958,-0.096268,-0.16271,-0.052972,-0.086521,0.1736,-0.054724,-0.074733,0.19571,0.029847,0.18081,0.068004
0.098829,-0.19528,-0.062438,0.16511,-0.019008,-0.22273,-0.13257,0.026776,-0.015947,-0.06683,0.28494,0.016257,0.21497,-0.07659,-0.11174,-0.041117
0.14231,-0.095746,-0.011986,0.083311,0.081476,0.051897,-0.059621,0.02414,-0.12549,0.19664,0.093055,-0.02772,-0.11838,-0.16483,0.038128,0.038684
0.12237,0.11276,-0.093017,0.24336,0.091113,-0.069472,0.1052,0.14018,-0.047374,0.042044,-0.019058,0.061778,-0.23096,0.13674,-0.093503,-0.038638
0.1528,-0.024599,0.024396,-0.088897,0.044222,-0.081438,-0.028927,0.055846,-0.14191,0.11698,0.11311,0.25492,0.01502,0.11772,0.037247,-0.0037854
0.11721,-0.040797,0.078182,-0.035813,0.0019842,0.076352,-0.20809,-0.034753,-0.065146,-0.27111,0.22593,0.073435,0.22267,-0.0066019,-0.25801,-0.18738
0.19385,0.14982,0.11517,0.19164,0.13774,-0.034886,0.025054,0.10179,NaN,0.098705,-0.19144,NaN,NaN,0.084708,0.089754,NaN
0.055615,0.11909,-0.072145,0.026351,0.10224,0.017297,-0.14061,0.0075674,0.15275,0.099822,0.12553,-0.14854,0.1436,0.15752,0.13393,-0.0077046
0.16502,0.010762,0.01065,-0.064343,0.16609,0.14145,-0.21162,-0.0039815,-0.032049,0.15213,0.1128,0.23095,0.15402,0.12784,0.064839,-0.13193
0.15965,0.18266,0.046441,0.14845,-0.2116,-0.10059,-0.084967,0.074883,0.23865,0.17505,0.089624,0.09909,-0.13672,0.26413,-0.19019,0.094823
-0.036107,-0.044537,0.088349,0.10066,0.052261,-0.10503,0.00055479,-0.032096,-0.083295,0.014143,-0.016468,-0.0073269,-0.029746,-0.010716,-0.019577,-0.064874
-0.059283,-0.084416,0.0526,0.44609,-0.22767,0.091594,-0.13832,0.12194,-0.30705,-0.077434,-0.051615,-0.12051,0.016173,-0.10011,0.056701,-0.223
-0.031723,-0.041074,0.063999,-0.046365,-0.17718,-0.00056107,-0.20085,0.13804,-0.10768,-0.15317,0.004487,0.064949,0.057708,0.068275,-0.10192,0.16851
0.042331,0.14068,0.099716,0.15754,-0.1285,0.045625,0.030442,-0.21599,0.021064,-0.093047,-0.038772,0.10701,-0.070279,0.15273,-0.19801,-0.10499
