"","x"
"1","0.464263104419618"
"2","7.13908292145784e-05"
"3","0.493778042585615"
"4","0.00246938248562571"
"5","5.336192928815e-05"
"6","Min.   :0.0000031  "
"7","1st Qu.:0.3488265  "
"8","Median :0.5072180  "
"9","Mean   :0.4514204  "
