"","x"
"1",0.226682793720907
"2",0.139427817999928
"3",0.44613370334002
"4",0.247037676868841
"5",0.861047337763561
"6",0.655573234020385
"7",0.226682793720907
"8",0.655573234020385
"9",0.610051847637377
"10",0.655573234020385
"11",0.0424643158292183
"12",0.840118886554735
"13",0.226682793720907
"14",0.840118886554735
"15",0.226682793720907
"16",0.0424643158292183
"17",0.139427817999928
"18",0.373045103916443
"19",0.655573234020385
"20",0.365997070351494
"21",0.655573234020385
"22",0.840118886554735
"23",0.573261500623521
"24",0.965724914928374
"25",0.717512708323943
"26",0.582934581669482
"27",0.672951941814476
"28",0.0424643158292183
"29",0.501664896290449
"30",0.779961169149441
"31",0.840118886554735
"32",0.978695741012321
"33",0.871840773622411
"34",0.334185030751039
"35",0.43242918879376
"36",0.818742412282288
"37",0.840118886554735
"38",0.226682793720907
"39",0.840118886554735
"40",0.247037676868841
"41",0.840118886554735
"42",0.226682793720907
"43",0.501664896290449
"44",0.861047337763561
"45",0.870255768276759
"46",0.365997070351494
"47",0.591880995249487
"48",0.389457232128597
"49",0.334185030751039
"50",0.792114554170637
"51",0.365997070351494
