"","x"
"1",0.648761215448395
"2",0.902802429782887
"3",0.675429634936506
"4",0.491786719365028
"5",0.864237772315905
"6",0.864237772315905
"7",0.391900288678005
"8",0.675429634936506
"9",0.685655375208111
"10",0.485030435517335
"11",0.737075065049657
"12",0.819833807161846
"13",0.290315391488111
"14",0.693610424008727
"15",0.648761215448395
"16",0.675429634936506
"17",0.929669657241473
"18",0.902802429782887
"19",0.675429634936506
"20",0.737075065049657
"21",0.902802429782887
"22",0.699259452404969
"23",0.768912021751639
"24",0.737075065049657
"25",0.902802429782887
"26",0.675429634936506
"27",0.252276098783144
"28",0.271174574888786
"29",0.252276098783144
"30",0.648761215448395
"31",0.675429634936506
"32",0.902802429782887
"33",0.902802429782887
"34",0.675429634936506
"35",0.117389220054633
"36",0.485030435517335
"37",0.693610424008727
"38",0.514522474857664
"39",0.0201954664027601
"40",0.117389220054633
"41",0.252276098783144
"42",0.054769327577148
"43",0.648761215448395
"44",0.514522474857664
"45",0.157305862227002
"46",0.902802429782887
"47",0.921387449452314
"48",0.902802429782887
"49",0.970698171994473
"50",0.0226474920914298
"51",0.0511303410775078
"52",0.685655375208111
"53",0.902802429782887
"54",0.424665279101789
"55",0.929669657241473
"56",0.929669657241473
"57",0.000158353762651675
"58",0.970698171994473
