"","x"
"1","0.501355183154836"
"2","0.00804807793466967"
"3","0.00570460733977381"
"4","0.00758223511194572"
"5","0.907945779761471"
"6","Min.   :0.5028  "
"7","1st Qu.:0.6970  "
"8","Median :0.8114  "
"9","Mean   :0.7675  "
