"","x"
"1",0.539370291763457
"2",0.58973105318952
"3",0.944188581984103
"4",0.944188581984103
"5",0.777328629331781
"6",0.944188581984103
"7",0.798069431526549
"8",0.944188581984103
"9",0.876416061662513
"10",0.474711769123489
"11",0.560843621984694
"12",0.474711769123489
"13",0.640198168028336
"14",0.944188581984103
"15",0.640198168028336
"16",0.539370291763457
"17",0.944188581984103
"18",0.511540656841068
"19",0.539370291763457
"20",0.944188581984103
"21",0.474711769123489
"22",0.944188581984103
"23",0.781595676358296
"24",0.474711769123489
"25",0.474711769123489
"26",0.474711769123489
"27",0.474711769123489
"28",0.474711769123489
"29",0.58973105318952
"30",0.944188581984103
"31",0.944188581984103
"32",0.511540656841068
"33",0.777328629331781
"34",0.58973105318952
"35",0.474711769123489
"36",0.539370291763457
"37",0.876416061662513
"38",0.474711769123489
"39",0.944188581984103
"40",0.474711769123489
"41",0.817697692982284
"42",0.640198168028336
"43",0.511540656841068
"44",0.155819125635782
"45",0.539370291763457
"46",0.48191048995488
"47",0.474711769123489
"48",0.58973105318952
"49",0.539370291763457
"50",0.539370291763457
"51",0.474711769123489
