0.12169,0.25199,0.21366,0.063815,0.23812,-0.12523,-0.054268,-0.043518,0.065463,-0.035009,0.011771,0.20537,0.08938,0.12381,0.054828,0.084201
0.12229,0.15819,0.23373,-0.17768,0.15939,0.048422,0.13847,-0.1083,0.14498,0.19541,0.10751,-0.054537,0.11341,0.0010978,-0.11423,-0.12675
-0.15751,-0.009346,-0.021283,-0.079719,-0.00027827,-0.091437,0.21428,-0.32111,-0.065625,0.043723,-0.046337,0.36061,-0.43001,0.045472,0.10169,0.031303
-0.30014,0.090454,0.3858,0.15068,0.0094129,0.17701,-0.11332,-0.21462,0.16496,-0.055344,-0.11955,0.15764,-0.067962,-0.11665,0.13352,-0.17634
0.36776,-0.013626,0.11421,0.0048978,0.2414,-0.082883,0.22772,-0.10885,0.15731,-0.11414,-0.15957,0.11636,-0.065054,-0.033479,-0.0091359,-0.04039
0.20245,-0.01452,0.12412,-0.069697,0.038938,0.023047,-0.12262,-0.037481,0.09684,0.012108,-0.065055,0.062833,-0.062055,0.026953,0.19564,-0.18149
0.21343,0.18001,-0.0012824,0.020584,0.14831,-0.14522,-0.31379,0.029883,-0.13789,0.35387,0.32404,0.23512,-0.28833,0.18264,-0.35549,0.06832
0.16187,0.17867,0.16382,-0.017685,0.24287,-0.28328,-0.068511,0.15331,0.078893,-0.0081723,-0.039314,0.035934,-0.046289,-0.053828,0.19218,-0.1507
0.29472,0.13746,0.24047,0.080051,0.11198,0.14026,-0.1513,0.049637,-0.11194,0.15528,-0.033561,0.12432,-0.071186,0.22487,-0.065662,-0.23054
0.21448,-0.052782,0.13381,-0.079886,0.25767,-0.026519,0.22153,-0.13577,0.16957,0.09106,-0.025217,0.18837,-0.048805,-0.098265,0.14929,0.011425
0.14691,0.19836,0.22002,-0.093648,0.20333,0.089549,0.033776,-0.15752,0.23895,0.049336,-0.16596,0.012549,-0.0019132,0.039402,0.126,-0.23732
0.28522,0.24864,0.24285,0.27157,0.18258,0.01891,0.29109,-0.042689,0.15006,-0.12481,-0.058864,-0.048088,0.11583,0.086906,-0.15772,0.22617
0.21619,0.3694,0.061709,-0.1651,-0.017795,0.059062,-0.059202,0.23622,-0.020879,-0.026866,0.19708,-0.035126,0.082409,-0.062087,-0.058656,-0.14029
0.20262,0.28388,-0.10493,0.037043,0.22448,0.31948,0.0087851,-0.048187,-0.041784,0.082794,0.067997,0.21797,0.14356,0.1204,-0.01125,-0.17908
0.2844,0.066165,0.29293,0.20673,0.016794,0.0562,-0.091965,-0.15318,-0.28941,-0.16303,0.15608,0.14044,-0.028789,0.069557,0.026475,0.086093
0.24026,0.27715,0.28508,-0.032768,0.090938,0.097455,-0.049212,0.027794,-0.23629,0.13563,0.17761,0.04626,-0.10527,0.11507,-0.11352,0.065203
-0.080546,0.42192,0.18651,0.16514,0.019082,-0.13539,0.12104,-0.19092,0.39059,-0.071247,-0.13771,0.10719,0.0076021,-0.021244,0.097968,0.13869
0.086465,-0.071774,-0.042879,-0.041541,-0.11854,-0.059856,0.21649,0.17331,0.31563,0.020726,-0.0070636,0.095556,-0.037954,0.080627,0.25811,0.1264
0.33744,0.13376,-0.15725,-0.10655,0.16873,0.21017,0.008494,0.016492,0.020444,0.13387,-0.0045872,-0.021046,0.036543,0.094791,0.033391,0.14887
