"","x"
"1",0.0132650197120004
"2",0.909339550630888
"3",0.213940655728513
"4",0.586794165742704
"5",0.0675428910876411
"6",0.638782291542589
"7",0.172437960941052
"8",0.891228543844863
"9",0.101501990628272
"10",0.0674590916592814
"11",0.00460936220221105
"12",0.108397284838654
"13",0.164150505616536
"14",0.724741829999478
"15",0.0821608578999367
"16",0.50586881184163
"17",0.811449348934145
"18",0.604462061019646
"19",0.669417542991519
"20",0.859632422698312
"21",0.788231286469322
"22",0.374489109009278
"23",0.511713758187267
"24",0.0606089176474227
"25",0.0475775676127348
"26",0.160718466529706
"27",0.838473323744232
"28",0.11945977310421
"29",0.327095703835233
"30",0.22983504016351
"31",0.792666783472249
"32",0.259449253096589
"33",0.403265387154845
"34",0.977761303243935
"35",0.966685043393881
"36",0.945402227914784
"37",0.542867440132489
"38",0.304567853223776
"39",0.894328388629716
"40",0.262284986611054
"41",0.364684228989468
"42",0.105339480377057
"43",0.210838498949427
"44",0.779004021004329
"45",0.101197197967314
"46",0.985589281170774
"47",0.539234933627376
"48",0.653799011230917
"49",0.419561227106365
"50",0.743027028803412
"51",0.0892960987130025
"52",0.443561741558555
"53",0.661379549392533
"54",0.0172170018420625
"55",0.790252802222519
"56",0.243813244787177
"57",0.779204655234721
"58",0.109920395464597
