"","x"
"1",0.567964359518528
"2",0.574863883781381
"3",0.942329380224279
"4",0.942329380224279
"5",0.771751059033235
"6",0.942329380224279
"7",0.799559757262359
"8",0.942329380224279
"9",0.885963077584763
"10",0.472384750647394
"11",0.574863883781381
"12",0.472384750647394
"13",0.632270017340679
"14",0.942329380224279
"15",0.632270017340679
"16",0.567964359518528
"17",0.942329380224279
"18",0.52357690759027
"19",0.567964359518528
"20",0.944188581984103
"21",0.472384750647394
"22",0.942329380224279
"23",0.780474305230092
"24",0.450084952512232
"25",0.472384750647394
"26",0.472384750647394
"27",0.472384750647394
"28",0.472384750647394
"29",0.574863883781381
"30",0.942329380224279
"31",0.942329380224279
"32",0.52357690759027
"33",0.773518194874272
"34",0.574863883781381
"35",0.472384750647394
"36",0.567964359518528
"37",0.885963077584763
"38",0.472384750647394
"39",0.942329380224279
"40",0.472384750647394
"41",0.821799231797973
"42",0.632270017340679
"43",0.52357690759027
"44",0.177206064448536
"45",0.567964359518528
"46",0.942329380224279
"47",0.942329380224279
"48",0.23855357922958
"49",0.472384750647394
"50",0.483578000300744
"51",0.472384750647394
"52",0.574863883781381
"53",0.567964359518528
"54",0.567964359518528
"55",0.472384750647394
"56",0.574863883781381
"57",0.574863883781381
"58",0.574863883781381
