"","x"
"1",0.000181135630690502
"2",0.0907306535311681
"3",0.00149925539704455
"4",0.0351089551203546
"5",0.158163086223786
"6",0.0513809875017102
"7",0.00317312724119846
"8",0.940812972476348
"9",0.0044576696656155
"10",0.00542732145189933
"11",0.154773965577684
"12",0.0276992023970643
"13",0.00065083895896464
"14",0.469698833483367
"15",0.00259027617712916
"16",0.433016671596983
"17",0.294021340269635
"18",0.216933101868996
"19",0.0749932653910419
"20",0.549407247235837
"21",0.0347474778791945
"22",0.436498079854315
"23",0.823437428215571
"24",0.75617251026218
"25",0.902789446560442
"26",0.305982636284303
"27",0.131503981775648
"28",0.146232336650182
"29",0.038803691087039
"30",0.164850986686595
"31",0.849299026016731
"32",0.245810624954552
"33",0.0797066327540284
"34",0.13593748083521
"35",0.0521204120113753
"36",0.0641061263183552
"37",0.0997651877889468
"38",0.0921721493607183
"39",0.0106063383141884
"40",0.0169743700416595
"41",0.00701118118373334
"42",6.11524089396759e-05
"43",0.333925307354952
"44",0.0237391887424211
"45",0.0192358680130431
"46",0.71522753834412
"47",0.983502882368148
"48",0.329602307648717
"49",0.268212609400351
"50",3.59159582729103e-06
"51",1.5385933337524e-05
"52",0.00186464484734749
"53",0.1562368289496
"54",0.0111456488182842
"55",0.90975542518085
"56",0.501047485846035
"57",1.3519706189002e-06
"58",0.990192796141433
