"","x"
"1",7.38425476448018e-05
"2",0.317942180042071
"3",0.00184076364858598
"4",0.0110595593854906
"5",0.335236328960567
"6",0.689793078529658
"7",0.000991418233034951
"8",0.0113818628872127
"9",0.134139502027137
"10",0.00219698724010156
"11",0.328959778120879
"12",0.574047907420025
"13",6.58176294544131e-05
"14",0.00115815702356089
"15",0.0786614443759372
"16",0.288104619892397
"17",0.535090540771641
"18",0.897916733422789
"19",0.0942837703923246
"20",0.317942180042071
"21",0.485586358969134
"22",0.874933890744628
"23",0.385747608444997
"24",0.535090540771641
"25",0.815671750462206
"26",0.317942180042071
"27",0.191961350019672
"28",0.0386718521467454
"29",0.0416395631249714
"30",0.535090540771641
"31",0.530900978285446
"32",0.796340343638443
"33",0.586918469648263
"34",0.215386071643388
"35",0.290447667167722
"36",0.0942837703923246
"37",0.207392322059724
"38",0.0942837703923246
"39",0.0703064869171274
"40",0.00770929982804192
"41",0.0110595593854906
"42",0.00322463885781751
"43",0.695771656855353
"44",0.0942837703923246
"45",0.0100622117035691
"46",0.695771656855353
"47",0.897916733422789
"48",0.815671750462206
"49",0.815671750462206
"50",3.09550960679091e-06
"51",1.01797483373271e-06
"52",0.00322463885781751
"53",0.535090540771641
"54",0.00011740540254276
"55",0.475191602525367
"56",0.462549781722072
"57",3.17843957850033e-06
"58",0.853413719321201
