"","x"
"1","0.960180812046433"
"2","0.053938975546329"
"3","0.0507010827529187"
"4","0.0716171431978777"
"5","0.0601141164504627"
"6","Min.   :0.007823  "
"7","1st Qu.:0.095632  "
"8","Median :0.358193  "
"9","Mean   :0.421240  "
