"","x"
"1",0.00716707456704316
"2",0.0627505276311199
"3",0.111488238565501
"4",0.255125642119209
"5",0.0126781377887999
"6",0.0971161577579845
"7",0.173146935902871
"8",0.486749506247318
"9",0.634307444955263
"10",0.00071583828626334
"11",0.00227092850153099
"12",0.0992285132331271
"13",0.595990046141849
"14",0.23081787226223
"15",0.406099211233383
"16",0.0478251308299548
"17",0.832567844222217
"18",0.646176083033301
"19",0.0353771000948649
"20",0.0180908992691463
"21",0.814187054509141
"22",0.0458130091311894
"23",0.939783946158302
"24",0.303470892439364
"25",0.325159952017006
"26",0.560082391854137
"27",0.607871524118863
"28",0.271339361241007
"29",0.249501530884171
"30",0.369132494309606
"31",0.797522098016037
"32",0.58305355681027
"33",0.639991831668685
"34",0.278576858259895
"35",0.128202842481116
"36",0.0146370812282821
"37",0.845132434458774
"38",0.237254290901704
"39",0.143648767828613
"40",0.294682752935741
"41",0.360404545872234
"42",0.0053754480413813
"43",0.0263311647591621
"44",0.540506085737005
"45",0.507173534759724
"46",0.448588073504668
"47",0.894463593857892
"48",0.247084975001947
"49",0.659670967101356
"50",0.156095448506436
"51",0.043476932987074
"52",0.344830343089835
"53",0.0708081390074075
"54",0.0126334793331243
"55",0.325349715280636
"56",0.0535078765737477
"57",0.503685822701335
"58",0.665978183481639
