"","x"
"1",0.773715146242299
"2",0.422653921817022
"3",0.691999842495231
"4",0.633918306945205
"5",0.724054326647685
"6",0.271255589029129
"7",0.904586467024989
"8",0.467900885277164
"9",0.417781125201869
"10",0.955549939171162
"11",0.463729793609925
"12",0.897182147695957
"13",0.3634786467602
"14",0.93092266089543
"15",0.33852449734074
"16",0.564489527029216
"17",0.266079117268025
"18",0.145808985598639
"19",0.51239004726762
"20",0.297116485283554
"21",0.773325651889136
"22",0.775526861738634
"23",0.517428233273269
"24",0.360011113129752
"25",0.0239765197630074
"26",0.990883330730814
"27",0.90044939992675
"28",0.738924627790333
"29",0.548701699410524
"30",0.391584758282188
"31",0.604545579972743
"32",0.572188819934653
"33",0.0819818331516193
"34",0.822230698312808
"35",0.722662158285198
"36",0.347908402845386
"37",0.252537797698104
"38",0.873931796449418
"39",0.714975057020745
"40",0.335119944777111
"41",0.612191071238401
"42",0.86629623051722
"43",0.609150361113807
"44",0.0359389985483962
"45",0.128746337719458
"46",0.391390923447139
"47",0.392544105739633
"48",0.274768860266314
"49",0.88630061290455
"50",0.817110983188328
"51",0.0931174860391855
"52",0.857052578124743
"53",0.556622273332015
"54",0.597525747615863
"55",0.14035350967444
"56",0.262796333018658
"57",0.0460457426194961
"58",0.191640172963543
