"","x"
"1","0.768582377618036"
"2","0.00452698835918022"
"3","0.864173395635896"
"4","0.0632186530648756"
"5","0.869137188639505"
"6","Min.   :0.4586  "
"7","1st Qu.:0.6917  "
"8","Median :0.7748  "
"9","Mean   :0.7182  "
