"","x"
"1",0.996055578916201
"2",0.922994671917488
"3",0.922994671917488
"4",0.922994671917488
"5",0.922994671917488
"6",0.922994671917488
"7",0.99453694646201
"8",0.922994671917488
"9",0.922994671917488
"10",0.922994671917488
"11",0.99453694646201
"12",0.922994671917488
"13",0.922994671917488
"14",0.997506441480676
"15",0.922994671917488
"16",0.922994671917488
"17",0.922994671917488
"18",0.922994671917488
"19",0.922994671917488
"20",0.596695237392513
"21",0.922994671917488
"22",0.922994671917488
"23",0.922994671917488
"24",0.922994671917488
"25",0.922994671917488
"26",0.922994671917488
"27",0.254294976488067
"28",0.922994671917488
"29",0.922994671917488
"30",0.922994671917488
"31",0.133215776625627
"32",0.922994671917488
"33",0.922994671917488
"34",0.922994671917488
"35",0.922994671917488
"36",0.922994671917488
"37",0.922994671917488
"38",0.922994671917488
"39",0.596695237392513
"40",0.922994671917488
"41",0.922994671917488
"42",0.922994671917488
"43",0.922994671917488
"44",0.934128214604328
"45",0.922994671917488
"46",0.922994671917488
"47",0.922994671917488
"48",0.996055578916201
"49",0.922994671917488
"50",0.922994671917488
"51",0.922994671917488
"52",0.922994671917488
"53",0.922994671917488
"54",0.922994671917488
"55",0.922994671917488
"56",0.922994671917488
"57",0.922994671917488
"58",0.946179146209551
