"","x"
"1",0.00034642453728903
"2",0.73565153999922
"3",0.00106306709578509
"4",0.42180026417878
"5",0.015374736340708
"6",0.73565153999922
"7",0.00106306709578509
"8",0.120110164410232
"9",0.015374736340708
"10",0.514270296841435
"11",0.00180350706099474
"12",0.563639950269453
"13",0.000494127630804952
"14",0.136946680327683
"15",0.00482882453121534
"16",0.604361287639679
"17",0.73565153999922
"18",0.959138264631886
"19",0.396080940506326
"20",0.516505893662387
"21",0.678036487756472
"22",0.908190837436715
"23",0.396080940506326
"24",0.853405759791542
"25",0.0395101739504595
"26",0.959138264631886
"27",0.563639950269453
"28",0.0843411074890079
"29",0.0521415127465576
"30",0.181070314874968
"31",0.73565153999922
"32",0.744319121545464
"33",0.519898620591375
"34",0.73565153999922
"35",0.664850529991402
"36",0.0344398061647472
"37",0.0138041553394978
"38",0.755060372794051
"39",0.468068448528053
"40",0.00355665422076419
"41",0.994573109162497
"42",0.535994657636182
"43",0.291756152733633
"44",0.760200506398227
"45",0.0211755976812847
"46",0.453092274977208
"47",0.604361287639679
"48",0.73565153999922
"49",0.247931395997228
"50",0.00106306709578509
"51",0.0183724527631935
"52",0.00114397947718625
"53",0.562182015282087
"54",0.008613309858844
"55",0.585410928431853
"56",0.149297983749366
"57",0.0344398061647472
"58",0.325897374957914
