"","x"
"1",7.13908292145784e-05
"2",0.493778042585615
"3",0.00246938248562571
"4",0.00947145457560442
"5",0.321963567586852
"6",0.532968054967761
"7",0.00062474539061774
"8",0.0113698246726176
"9",0.0908153654812079
"10",0.00134082703871695
"11",0.310336626496432
"12",0.446479264847006
"13",2.74427796012474e-05
"14",0.000327470971489969
"15",0.0476967517506167
"16",0.286843444428445
"17",0.56842061246275
"18",0.854842520311931
"19",0.157379862814942
"20",0.408909045081375
"21",0.479191409381913
"22",0.454432828210749
"23",0.128098112390213
"24",0.569891865864423
"25",0.457410448136854
"26",0.0828805461918635
"27",0.337781808296082
"28",0.0485219025766362
"29",0.0191577684764342
"30",0.710523840217383
"31",0.727262780127021
"32",0.953394214688566
"33",0.58657804769227
"34",0.18213424487449
"35",0.469171667617261
"36",0.0589007863987389
"37",0.178258422065122
"38",0.0296743636043002
"39",0.229041257804889
"40",0.00802876111299084
"41",0.00725801416612807
"42",0.00442472941782972
"43",0.599794623959333
"44",0.0851491302329506
"45",0.00412611881404344
"46",0.808113474658182
"47",0.451616028423508
"48",0.721570648129931
"49",0.918885901915043
"50",2.4835411097114e-05
"51",1.81897618707724e-06
"52",0.00435877071775387
"53",0.88090706322153
"54",0.000120757234285651
"55",0.508282370511127
"56",0.464263104419618
"57",3.10454305474438e-06
"58",0.790860129096813
