"","x"
"1",0.0441779644890297
"2",0.0441779644890297
"3",0.0441779644890297
"4",0.0441779644890297
"5",0.451699643691561
"6",0.938239055203764
"7",0.116548603285134
"8",0.0441779644890297
"9",0.349735381645408
"10",0.198355246593366
"11",0.116548603285134
"12",0.600805745974677
"13",0.678470228693729
"14",0.0441779644890297
"15",0.0441779644890297
"16",0.0605669713640497
"17",0.480578239729071
"18",0.6609451505376
"19",0.0197195082921411
"20",0.162127731791127
"21",0.231578762054446
"22",0.78820907617453
"23",0.747303891150989
"24",0.154194239965538
"25",0.584542025389647
"26",0.162127731791127
"27",0.534184261330992
"28",0.451699643691561
"29",0.0799596262073142
"30",0.126121717623813
"31",0.476937382622117
"32",0.764098605828522
"33",0.370524926390974
"34",0.600805745974677
"35",0.764098605828522
"36",0.116548603285134
"37",0.370558261184224
"38",0.606465953901793
"39",0.761263744758397
"40",0.0799596262073142
"41",0.0441779644890297
"42",0.761263744758397
"43",0.24831315310255
"44",0.688077171520436
"45",0.13475354736268
"46",0.221429043443123
"47",0.451699643691561
"48",0.299913615573967
"49",0.343611921487041
"50",0.0441779644890297
"51",0.116548603285134
"52",0.0441779644890297
"53",0.198355246593366
"54",0.343611921487041
"55",0.0799596262073142
"56",0.632143491803924
"57",0.78820907617453
"58",0.944286679277128
